Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
No,No,No,24,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,44.73253849269008,0,5128
No,Yes,No,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,70.14057313709377,0,4119
No,Yes,Yes,54,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,75.13853871349909,0,5795
No,Yes,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,8.809086218218097,0,5053
Yes,Yes,Yes,32,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,53.819606092947204,0,2965
No,Yes,Yes,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,27.55630599336566,0,2009
No,No,No,8,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,23.14195324513469,0,2934
No,No,No,22,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,35.399858756780375,0,2729
No,No,No,15,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,30.9055011284399,0,4497
No,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,46.50376328857698,0,3729
No,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,42.58344748843146,0,4993
No,No,No,4,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,15.657266683556234,0,2401
No,No,No,25,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,45.04220243282959,0,5917
No,Yes,Yes,32,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,52.18955834264168,0,4970
Yes,Yes,No,7,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,14.847558721890948,0,2587
No,No,No,17,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,19.12589867169645,0,2259
Yes,Yes,No,8,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,23.49361615418112,0,2136
Yes,No,No,56,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,63.67260007255868,0,4011
No,No,Yes,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,7.787810988975015,0,5868
No,No,No,71,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,74.49899328178871,0,4846
No,Yes,No,49,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,68.79752902539451,0,5698
No,No,No,58,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,63.63136019291117,0,4474
No,Yes,No,59,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,67.39695838834272,0,5446
No,No,No,11,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,29.810233142328826,0,5902
No,Yes,No,35,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,43.77213725647858,0,4858
No,No,No,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,20.322401432901575,0,5409
No,Yes,Yes,40,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,28.442046339882086,0,2630
No,No,No,39,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,43.43270657004926,0,5531
No,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,40.97865297932571,0,4923
No,No,No,12,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,23.25833184043946,0,5706
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,4.444097208657794,0,3595
No,No,Yes,27,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,23.180811029815157,0,4004
No,Yes,No,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,26.053790511171304,0,4669
No,Yes,No,56,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,67.18370338110277,0,6203
No,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,37.733936979859386,0,6190
No,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,23.566925976885486,0,4386
No,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,15.01832214330216,0,3179
No,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,16.384443841644426,0,3037
No,Yes,No,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,38.62771026089949,0,6317
No,No,No,2,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,11.50651989091402,0,4799
No,Yes,Yes,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,16.878981011897608,0,3708
No,No,No,37,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,28.00446392988089,0,3408
No,No,No,21,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.437710243566915,0,2366
Yes,Yes,No,53,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,70.82548976180821,0,5325
Yes,Yes,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,22.027255843613386,0,3418
No,No,No,3,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,12.682665335015349,0,2085
No,Yes,No,71,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,64.3836159282779,0,4151
No,No,No,9,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,28.765430641657357,0,5017
No,No,No,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,7.035623639735144,0,5262
No,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,74.7355337172352,0,6045
No,No,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,40.0149971885542,0,5887
No,No,No,4,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,12.7455874717488,0,2664
No,No,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,21.68409555411523,0,5652
No,Yes,Yes,39,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,45.45327270945405,0,3154
No,Yes,No,28,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,37.7683730123499,0,5105
Yes,No,No,5,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,19.81161275615895,0,2660
Yes,Yes,No,45,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,62.14056646024399,0,2701
No,No,No,37,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,50.52623081133205,0,5402
Yes,Yes,No,60,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,81.65996571147946,0,4953
No,No,No,47,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,67.9356312990466,0,4510
No,Yes,Yes,50,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,59.64645840282556,0,4539
No,Yes,Yes,27,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,44.239122956948414,0,3773
No,Yes,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,37.639739637781766,0,4671
No,Yes,No,71,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,76.97012407421467,0,4090
No,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,41.20315521898778,0,6025
No,Yes,Yes,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,88.59937923033095,0,5671
No,No,No,13,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,25.483327883147442,0,3000
No,Yes,No,56,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,67.50925862428056,0,5344
No,No,No,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,18.98288703016483,0,2870
No,Yes,Yes,14,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,32.349652239243625,0,5819
No,No,No,8,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,21.160103969498827,0,2237
No,Yes,Yes,43,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,64.88412748893214,0,3280
No,No,No,52,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,62.27077966430162,0,5806
No,No,No,3,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,12.340988615179905,0,2166
No,No,No,29,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,23.920702330826327,0,5696
No,Yes,Yes,16,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,23.509572518444482,0,2069
No,No,No,40,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,56.644946817876,0,2047
No,No,No,36,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,24.914855006601986,0,2691
No,Yes,No,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,22.492220877450052,0,2403
Yes,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,89.70423624333469,0,6144
No,Yes,No,34,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,42.60633755675322,0,4352
No,No,No,10,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,24.757827045199264,0,3415
No,No,No,14,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,28.198404210167638,0,4978
No,Yes,No,47,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,31.194550806190495,0,2021
No,Yes,No,24,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,47.01276422419767,0,5436
Yes,No,No,20,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,32.494614938478655,0,5090
No,No,No,22,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,36.122707539718,0,4574
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,4.5934736311423405,0,2810
No,Yes,Yes,59,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,74.70475219154402,0,5266
No,Yes,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,38.70271308319354,0,4455
Yes,No,No,59,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,67.7521217379943,0,5400
No,Yes,Yes,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,14.149204924659195,0,5998
No,No,No,32,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,24.788101984621573,0,3398
Yes,Yes,No,46,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,67.5640436918928,0,2641
No,Yes,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,47.783888498112,0,4950
No,Yes,No,52,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,31.81823376619136,0,4848
No,No,No,32,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,52.59657783544477,0,2426
No,No,No,16,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,33.605803070303196,0,3574
No,No,No,51,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,75.37174536920317,0,5446
No,No,No,29,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,47.36982161672134,0,4422
No,Yes,No,70,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,67.2551113299205,0,5669
No,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,84.61501048868338,0,6171
No,Yes,No,41,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,53.29118125919147,0,3877
No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,8.974965180990955,0,3154
No,Yes,No,7,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,24.085265205099986,0,5928
No,Yes,Yes,67,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,77.7081076851058,0,6194
No,Yes,Yes,5,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,16.105899540230592,0,3598
No,No,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,18.00416618452518,0,3965
No,Yes,Yes,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20.436486977951958,0,3402
No,Yes,Yes,54,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,75.08561779728525,0,5546
No,No,No,42,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,28.972400659938415,0,5293
No,Yes,No,9,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,27.732652235226258,0,4654
No,No,No,63,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,79.07591289387686,0,4769
No,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,40.51913128387626,0,4884
No,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,40.96400859290995,0,5294
No,Yes,No,40,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,45.37069538810266,0,2454
No,No,No,60,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,49.23921201644072,0,5544
Yes,No,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,79.33126748010523,0,4994
No,Yes,No,32,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,56.08832320545873,0,3981
No,No,No,39,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,46.91161902983097,0,2380
No,No,No,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,30.239047604049965,0,2997
No,No,No,52,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,67.65907182337044,0,5386
No,Yes,Yes,48,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,70.6929982388638,0,4275
No,Yes,No,70,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,64.38012115552439,0,4031
No,No,No,20,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,38.64647461282853,0,5790
No,No,No,50,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,64.6459588837539,0,5258
No,Yes,No,25,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,40.13726448077895,0,3807
No,No,No,12,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,24.35261792908516,0,4244
No,Yes,No,23,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,39.163758757300094,0,2072
No,No,No,27,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,23.017384734152575,0,3792
